comment,type
ماخيبو لطفي صاقط,aggressive
واياك يحفظكم ربي,normal
تونس,normal
لطفي قليل تربية,normal
ملحد شاذ يحكي شرف وروجولة,aggressive
تريدون النقاش امور تناقشون المهر وتكاليف الزواج والنفاق الطلاق والامور يفعلها الرجل للمرأة تصبح تفعلها المرأة للرجل اغبياء لاتوجد عدالة عدالة الخالق بالدلائل العلمية الدينية,normal
تونس قحبة ولاميبون نحي تصويرة الطفلة وعبر بوجهك خرى عصبة ربك اسمك مرة لمياء مرة خرى نحي تصويرة الطفلة وحط صرمك ولاقبتك وسب,aggressive
صدقني كلو سيناريو وافلام تمثل,normal
مؤيد نضام الطواغيت امثالك اصبحت تونس مرحاض العالم يأتي اليكم يقصد ادباركم وفروجكم ولولا الاسلام لسببت امك واختك ووو الاسلام افتخر بالانتماء يمتعني تنسى موعود ومشهود وتقف الواحد القهار,aggressive
هنتلتو سخسختو غيرش جمهور الفرارات منيكين بطبيعتهم,aggressive
جبريا بهي نشيخ علاها تبدا تتدبوهم,aggressive
ممسطها هالمذيعة بصراحة,normal
طفله شايخه توانسه مره تطلع بطلعه لعموم ماحوضه صغيره تكذب صغار كلبتها ماتنجمش تعيش خلي جات صغار وخلاتهم راهي هبلت,normal
اقسم بالله راجل وسيدهم المستويات راجل مثقف وذكي ومنطق والنوع يكرهوه الكلاب والطحانه اخدم روحك دكتور والشعب الرياضي ويخراولك الكلاب والطحانه,aggressive
ربي ياحفظك شوشو خليك ناس,normal
أعداء الإسلام الکفرة برا منيك يعطيك نم راس امك ههههه تستنا ناس مصدقة ابناء زنا محارم ولاد آدم ههههههه امك ركبتلها زب صحيح منغير توصي منتالي هههههههه كلب انبح وحدك انواعك يفرحوا يعبروهم يرجعوا,aggressive
تربحك خمجا,aggressive
أمين ڤارة مستعد يبيع ترمتو يعمل البووز ويمشي الحلقة,normal
شمدخل الكتب مسطك تقول مايا العاهرة يحتاج كتب جاو قالولها شنيا رايك قالتلهم انسجام المغني الفكر متاعو المرأة صوتها عورة الكليب متاعو مرا تشطح لابسة لبسة فاضحة يحتاج كتب نفهموه المشكلة المشكلة أنو مايا خرية تكرزت كلمة,aggressive
خائف تونس خضب,aggressive
برافواا ياسين برافواا,normal
البعرة الملحد يتطاول حكام كفرة فجرة اللعنة الدين الجامية والمدخلية والسلفية ولاهم عبارة دواب تجلد الظهر اوليس كفر بواح وخروج,aggressive
هههههه ناكلها امها,aggressive
ياتوانسة خمموا اقبل متنتخبوا الحكومة الجاية اخي اشكون اتبع الدجال ماو انسى اطمع فالدم يعتيكم اقبل بتغيير الدين شاء ربي اغيركم عنيكم اتمسوا اقدس كتاب نزل للارض شويا قولو لفما ربي محمد يهلكم مهود,aggressive
نفهم ضوابط الشرع بدقة,normal
يحشرك ونعتلك لحرية,aggressive
مظبوط كلامك اليهود كامل اوروبا وكانوا مضطهدين ومنبوذين الاوروبيين اتت بريطانيا قدمت فلسطين وابتدأت المصيبه وخانوا الفلسطنيين استفحلوا واستوطنوا فلسطين هاجر تونس والجزاىر والمغرب شعب امان اخبرنا مكرهم وخداعهم,aggressive
تكنولجيا وعلم تتكلم المهرج الابله درست تاريخك لوجدت أسيادك الصليبيين سرقوا العلم أجدادك وحرفوا تاريخك ليجدوك عبدا تمجد سرقاتهم,normal
توصلي لترمتك,aggressive
البداية حدثت الثورة وخرج الطاغية حكم فقهي الآن فالأمر مخالف أرض جهاد دعوة,aggressive
يكب سعدك لكان مرا طردوك مصر ولمتك تونس فن تقدمي تفوه وامثالك,aggressive
الدعارة والشذوذ الجنسي الجزائر كامل وارء العطل الصيفية تونس تنشرو ثقافتكم تتبهاو الاجناس والدليل الاسمام ذكرتها تعلمت وتربت تونس بلاد العهر,aggressive
إذهب وإسمع السبسي وأصلا تابع بورقيبة تكفر بورقيبة,normal
ماياااا معارضة لدرجة كبيرة صوت المرا عورة ااحقيقة رغم الغنا التفرهيد منغلقة ببن مولاه ربي يهداها مايا معودتنا تةون مثقفة نصيحة لوجه روحي ثقفي روحك فالجانب الديني احسنلك تغلطي عبد حاجة قالها ربي قرآنه,normal
نكرهو لطفي صامط وجه الفار ربي ماسخلك وجهك الخامج تفووه زيدت كرهتك الوقتحة تاعك شمس ظهر ارجل بياااسرر هامل نيفو طايح ومستوى متدني زيرووو مااحلااك شموسة,aggressive
فااااك تونس لعار يضهرلي,normal
جيت الحجج جاوبت ادب التربية ههههه جبري يحب يقفز تحسيت كلامي ضربلك الاوتار الحساسة تحبوا تعيشوا ضحايا تسخفوا البلاد ظلمتكم تموتوا عالهندي المقشر,aggressive
نفهم سامحني بهادي الهدرة راضيتني ههههههه نحبش نزعف الواحد بصح بلاك تقلي مرة تانية تعرفيش الدنيا صاح نزعف ههههههه خاوتنا التوانسة عرفناكم بالمليح الشين حبيناكم ياك الدم يجبد,normal
حليتولهم ترمهم فها لبلاد القحبا كرهت زكمكم ختفوه نيكمك,aggressive
أحسنت يابطل,normal
كبيركم علمك الكفر الهالك بورقيبة وخلفه الهاربين يحاربوا الإسلام بشتى الوسائل بحجة سبب تخلف تونس,aggressive
توة مذيعة قولش شامتة مريم ولد عواطف مسكين زوالي,normal
احترماتي ولافتخار والاعتزازات لاخت مايا مثقفة دكية والشخص مستواه ضعيفة للنقاش متعصب لاخت مايا اتابعوها هداخلاتها تفرح القلب وملمومة بلمعلومات سياسيا وثقافيا المستوات اخوك المغرب اتابع حوراتك مزيدا كره كره واحب احب يعاونك لاعداء والحساد,normal
لطفي يشوف روحو فحولة زايدة الاخ باشا جابد شوي لتخنث ونا نقول السيد باشا محترم مسترجل افضل سي لطفي,aggressive
كلبة اكبر قعرة بنت حرام تحكي عالمستويات تتلم البواته مصبحة فاها خيرلك دباغ العيب جابوك للتلفزة يرحم والدين عطاك بونية هههههه مزالت تتنفس زيدها,aggressive
تونس تدرس الثقافه الجنسيه بالمدارس تحيه اجلال وتقدير ياتونس,normal
رئيسي زين العابدين مسكين اسموا يغني خذا بنت عدوها,normal
تنسو القارة قارتهم ايها العرب,normal
تونس دوله افريقيه الشعب التونسي الشعب افريقي,normal
جزائري خريه موجوده الصفحات للمغربيه الحقوده,aggressive
المشكلة الراجل عامل قيمة لولد عواطف برا تبرع للفقراءتجري وراء ولد عواطف والفلوس نيك مشطك يبقى رقم الضباط مرشوم طرمتو صحة للكرواك التلفزة طلعت لزبوبنا الفلاليس,aggressive
حطوك محامية دكتورة نفسية عرفت صادقة نفسها وكيفاش ترضى روحك تهينك وتهين رجال تونس قدام العالم العربي برجالهم بمفكرينهم بمستوياتهم وكفاءاتهم تجي امسخة تطيح قيمة وقدر رجال ولاد بلادك تستحي فافعل شئت مافماش احساس زايد,aggressive
مغربي مسلم حق ظاهر كلامه شاء يزيدك ايمانه,normal
عجبني رأي البنت قالت المساواة الرجل والمرأة مصاريف البيت والرجل يطلب المرأه تساعده وتشاركه المصاريف نطالب بالمساواة الميراث الرجل يتحمل مسؤولية مصاريف البيت كامله لايحق المطالبة بالمساواة بالميراث والحق أمر الرجل بتحمل مصاريف البيت كاملة وأعطى الميراث الدبل الأنثى,normal
نص لكأس ماهوش فاضي,normal
كلمه وحده لمريم امك ورا لبلايك امك تونسيه يوفا لحديث,normal
بلعي ماتحربيش كيمو جاهله احترام لجمهوره اتنسيو,aggressive
تونسي ليبي تونس بلادنا التانية وبرا كول خراك مخمج دخلك كافرة,aggressive
تحكي القحب الكله اقحاب ومبنا,aggressive
لحاسة يعطيكم عصبة ليكم وليهم برو لاسرائيل وشوفو يقدروكم,aggressive
منيين هدي مريم الباغ جات جابها محلها الأعراب,normal
اقتلوهم انهم مرتزقة,aggressive
ربي خلقنا والحمد لل ه تونس شعبها مسلم,normal
برا نيك امك جبري بهيم عربي جاهل متخلف,aggressive
فقطع الرقاب,aggressive
زوج كرف زوج ميحموش مهومش رجالة,normal
انبح كلب الملاحدة يمشي معكم السيف,aggressive
دولة قحاب وكلش يعملوه رمضان يكلوه ينيكو دنيا,aggressive
تونس تعلن تخنثها وفسوقها ارسلت شبابها االمسلم للموت بسوريا,aggressive
لطفي شخص حقير وغير محترم وسمج شمس الدين باشا رجولة الاحترام اخلاقه وتربيته ماسمحتله يرد بنفس اسلوبه تحية شمووسي ياغالي مهجه الصباح,aggressive
تونس بلد دخل الكفر ومعضم اهلها كفرو لازملها فتح اسلامي جديد لانهم طغو,aggressive
هههه ثلث السكان سود الشمال الغربى اقسم بالله عمر ونمشى لتونس نبقى مبهورة نشوف زنوج لانى ماكنتش نشوفهم الشمال الغربى خليقة الرحمان,aggressive
حكاية بدون ربي للذكر حظ الانثيين الراجل الأب حب يعطي بنت أخته حق كامل مهوش حرام كفر امشيو شوفو لبلاد تستحق لازمها بلحق رجعتو عهد لاستعمار يقطع دابركم,normal
بوقوصة,normal
منشط قواد,normal
عمري حياتي نظن النوع الرجال تونس غريبة والله كفر طياح اخوة اخوات الراجل سب طياح الراجل قرار كلمة رصاص تخرج ماوترجعش,normal
هاذو يسبو الدزيريات سيداتهم مايلحقوهمش الشعرة راسهم توصلهم الكلبات هاوليك الفرق الجزائرية التونسيات الهمجيات مافيهمش ريحة الانوثة التربية يسبو قلبك كبير وماديرتيش مي نخليهالهم هاكذاك يتشمتوا وماكانش رجوع للوراء ماقذفتش هدرت جزاء يسب الجزائريات تردهم نشالله,aggressive
صحيح تونس تهدمة الشجها بورقيبة واولاد بلادوا هدموا نس السوحلية والصفاقصية,aggressive
لهجة ساهلة بصح تصعبو,normal
سني مسلم اخوتنا اعدؤنا يخططو,normal
ياسبسي ياكافر بالله انشاء تدوم والاسلام يدوم وفرض وسنة النبي الكريم تدوم تونسي وانشاء ساورث ورثي بشرع وريني تعمل ياعميل الصهاينة,aggressive
مريضة نفسيا وجسديا مرض جنون العضمة,normal
بالرسمي قحبة وقعرة ورقعة وجايا الهيييييييه خشش صغرتها,aggressive
كذب زح لين شلقتو برواحكم,normal
مرة نشوف سلفي يحمل افكار الاخونجية للخوارج توجد سلفية جهادية اسم خوارج كلاب النار,aggressive
لاحظتو مالفيديو البنات قالو,normal
الناس اراء المرا تلقى راجلها ينجمو امها وبوها يموتو وتقعد وحدها وخوات نفسي نفسي دنيا واخوات ظهر دنيا اعداء والموضوع المساواة وبقوه بشروط الطفله تبدا سند راجل تحكي دين عزيزه دين الرجل اربع نساء بنات فهمتكمش قمتو وقعدتو رجال ونحنا يختلفش الراجل المراة,normal
تكذب هال مريم الدباغ حكاية معرسة زوز صغار ظاهرة عاملينها يزيدوا بفمها قالت نعرس الخمسين ميقلقنيش اتفهها مريم الدباغ امثالها عباد اخترعوا طايارات يجيبوهمش التلفزة يعرفهم بلاد فاشلة والله جاية علی بلاد فالسة شعب زوالي حتی شيئ قدام الامريكان لباقي,normal
اناس ملقة متاكل لتربحكم طحانة,aggressive
نساء يعتيكم عماء جرتكم تنكنا جبتولنا الميبون السبسي تحبو المساواة الميراث وليتو جهال تبعو الغرب العرا الهم وليو اصرفو زبوبنا شنيا البلاد مخيبكم الناس مازالت تخاف ربي باهية براو نيكو نشاء تتناكو موتو بالمرض الخرا الهم مساكن الريف ناس تعرف ربي عمرهم حلو فامهم مساكن نساء تعاني رجال يعلم باها ربي عباد كفار فساد دولتكم,aggressive
خوذ لفلوس رتحنا زك امك ياا ولد راس زبي شيسمو زك عمتك,aggressive
الاسلام ارهاب تفو لعنة ياكلب الارهاب حالة شخصية ميش اسلامية,aggressive
ياريت العلماء والله ملينا التطبيل والدجل بالله,normal
گس امك,aggressive
سبيته يما نسب شمس الدين باشا,normal
تحب دولة الإسلام صرمك يتهرى جهاد نكاح دولة الإسلام خلاتك عورة ناقصة عقل ودين ونجسة الكلب الأسود والحمار والغائط الخرى تبطلين الصلاة وشهادتكي نصف شهادة وعقيقتي نصف عقيقة وديتكي نصف دية وميراثكي ربع ميراث والقرآن أمر بضربك والزواج عليكي بثلاثة ضراير صوتكي عار لانكي مسلمة عورة نجسة عاااار ساسك لراسك قحبة رخيصة تدافعين إذلالك وجعلك نصف إنسان ههههههههه,aggressive
الدنيا نموت شمس الدين يزيد يكبر عيني لطفي محقرك عبد حاصيلو اتفهك تحكي الاروب عقدة الجسد معقد عكس شمس لطفي نزيد نحتقرك,normal
مخنث اعمل دي شوف ابوك يهودي خليجي,aggressive
طير نيك امك قحبة,aggressive
هههه نعرفو,normal
وحاتم بلحاج ماكش راجل وميبون ترمتك ياطحا القحاب,aggressive
شتموتو اللحم يعيكم زحم,aggressive
البلدان تريد فتح إسلامي جديد دولة تحكم بالخلافة,aggressive
أنــا مـتـأكـد أنـو البيـعـة الشرية مبـاراة كـرة القـدم,normal
شمس تربية واخلاق,normal
مايا راكي تعيفي وتعييييييي روحي اجري روحك,aggressive
خويا اهنت ليبيا والله صدقت القول والله نحنه الليبين ماتذين الأداء تونس بلد الدعاره بلد المثلين بلد تصدى الإرهاب والدعارة تحب تفهم تنجن احسن شى القرار ياريت العرب يسون هده القرار تحيا الامارات العربية,aggressive
تشعة وشبعين هههههههههههه,normal
تونس الكفار,aggressive
معنى ورا البلايك,normal
خامجة والله ماتحشم,aggressive
إحساسي أنو ربي سبحانو يخسف الأرض رمضان يمهل يهمل,aggressive
مروكي مسخ,aggressive
هههههههه والله بالدموع صوتها كفاه قبحك عاهرة وسخة راجع دينك جاوب كثرت العاهرات بلادي ربي يبقي الستر,aggressive
ايش دخل مصر حيوان,normal
تفاهات قذارة يخسابو يعديواها التوانسة فيقين عباد برنامج مفبرك لجلب طريق الفاشلين,normal
برا أمشي روحك زوالي الدنيا اليك الدنيا ليهم نموت الزوالي مسكين هوى يد فني ورحم قلبو,normal
تونس بلاد عباد,aggressive
اللهم صلى وسلم سيدنا محمد نحنا مسلمين اليهود دين عهد نحنا الجزائر مستحيل نقبلو,aggressive
تناكت تونس للأسف,aggressive
خروج للميدان مسيرة سلمية اقتحام طحان روحوا تونس,normal
شعب جاهل ومتخلف يحب الخير لأمه وأخته دين ذكوري وإحتقار المرأة تسعى وتشتغل مثلها الرجل,aggressive
حيوان غرام عقل تقارن ثورة تونس ليبيا سوريا تفهم الفرق الشعب الونسي بقية العرب نلومش ماك دزيري بلادك بالمائة صحرة لكلكم عايشين السردينة الشمال المؤسسين وزارة التعليم الصحة متاعكم توانسة بهيم شخصيا الوالد يدرس الجزاير طزي وزو حكالنا مستوى الفكري المعيشي متاعكم كيفاه تشدوا الصف عالحليب غبرة الماء يتسيب ساعتين النهار تونس مرحلة إنتقالية صعبة تونس البلد العربي الوحيد الديمقراطي هايشة بإذن تونس برجالها نسائها كفائاتها لليوم تبوسو زب ماكرون أستقبلتوه بالزغاريد زوامل التوانسا شدينا الرئيس عايلتوا الوزرة رجال الأعمال الفاسدين خرجناهم بالكف ديارهم القحاب تتفرجوا فالأخبار دياركم تونسي يبيعك يشريك مرة واقف فاهم والو روح صحبي أسمع الراي تكيف زطلة ستنى الفيزا شيراك توانسة رجال بالفعل بالهدرة فكرة نحبوا الدزيرية نعتبروهم خواتنا جيران أحنا شعب واعي متهر لحضة قادرين نوروكم الوجه الأخر رد بالك دزيري تونسا نشوفولكم مالفوووووق,aggressive
خامجة ملهط,aggressive
تخطو حدود سبحانك ربي عما يشركون,normal
حمد لله مزال رجال تونس يحتجون دعم الملحدة يتهجمو,normal
شاب بشير طلع مايعرفش يحكي ماقدش روح,normal
هاذوكم اولادكم مشو ليكم توانسة,normal
فاهم والوا,normal
خسارة تونس تعيش قحبه,aggressive
طزيري تكركيرة,normal
مايا فاااااااااسقة وصااااااقطة,aggressive
هههههه قالو اووه زبي لبنادم هذاك مقود,aggressive
مايا القصوري قحبة خامجة,aggressive
شواربها زك دجاج,aggressive
ماهذا الانحطاط وماهاذا الشاب بشير يدعي الفن الاستاذة مايا حق بفن تناقش الدين,normal
تمرميد,normal
هدينه اقحاب تونس حق اﻻمارات تمنع اقحاب تونس,aggressive
لعنة الدين الطحاحين,aggressive
برافو بشير زيدها تستاهل,normal
حكومه قذره هيه يدعمها,aggressive
حرام عملولك الدزيرية,normal
القنوات التونسية وحتا الجزائرية ولت مصدر للكحبات الخمجات وتفاهة,aggressive
الكلب أطهر وأشرف رسولك المجرم الإرهابي السفاح اللقيط الزاني الشاذ البيدوفيل ناكح الأطفال وناكح الموتى أمك عورة ناقصة عقل ودين ونجسة الكلب الأسود والحمار والغائط الخرى تبطل الصلاة وشهادتها نصف شهادة وعقيقتها نصف عقيقة وديتها نصف دية وميراثها ربع ميراث والقرآن أمر بضربك والزواج بثلاثة ضراير صوتها عار مسلمة عورة نجسة ترضاه لأمك وأختك كلب محمد الملعون,aggressive
يرحمك تونس اصبحتي قبضة الصهاينة,aggressive
معلومة تونس المسلم والكافر ترى بسب وقذف المسلمين يرضى أردت سب الكفار فرق تجمع وأختر الألفاظ والوصف الصحيح,normal
سترت روحك احسن الأقل احترم الناس رمضان شوف اكل المواضيع تفاهات,normal
يخزيك ياكافر مرتد دين يحشرك ابو لهب جهنم,aggressive
الوبنة مبدأ,aggressive
ضهرت خامجة,aggressive
تونس كتر دخلتو حيط رايحين بهاد العقلية متأكدين بلي تونس بلد مسلم,normal
لطفي رخيس راجل متربي,aggressive
لجلب نسبة المشاهدة يعملو البوز ني ني,normal
انسانة تابعة الفن التمثيل السياسة تملك شركة تجارية عقارية ثروة هائلة لاشيئ معقول شيئ قحبة نتوقع شيئ,aggressive
قحبة دير حجاب وانبعد تفتي تحيا الجزائر,aggressive
تونس دولة اسلامية,normal
مدام كيفكيف راجل ياخو نفقة مرتو هههههه,normal
دين يالتونسة حديث قهوة وتمجدو العاهرات ومتعطوش حق لرجال تحبو تنثو رجلكم,normal
لعن الل ه رسوله المتشبهين الرجال بالنساء والمتشبهات النساء بالرجال تنسوا انزل الل ه العذاب اهلك قوم لوط والله يهديني ويهدي الجميع,aggressive
ماياااا معارضة لدرجة كبيرة صوت المرا عورة ااحقيقة رغم الغنا التفرهيد منغلقة ببن مولاه ربي يهداها مايا معودتنا تةون مثقفة نصيحة لوجه روحي ثقفي روحك فالجانب الديني احسنلك تغلطي عبد حاجة قالها ربي قرآنه,normal
سوءال مل اساءل مستوى مل برنامج مل منطق تتفرج التوانس تافهة بالله العضيم البص الفرص بلله شعندك,normal
قل تربتو توى إ نت راجل تحكي الرجولية مستواك هابط والحق فبك الحق فلي يحكيو وييستضيفو تونس مريضة وراسها يوجع فاها مالاشكال حط بالك مدومش ظاهره مؤقتة,normal
خرايري كوليرا هههخخ,normal
ههههههه الاسم لايليق عظيم لاشي,normal
تمثل الجزائر يالحمار تفو نتا راجل تحيا كبيرة لاخوتنا تونسيين الجزائر,aggressive
حمير وجهال تصيم الحمير لاتصيم وتونس لاتصيم كس امك نايكه ليبياوالجزائر اكتر شعوب ناكو بناتكم ههههه,aggressive
تونس تعمل مزية نحى اسم تونس اسمك,normal
أقسم بالله راجل ونص ولد عواطف رجال لوح ميشري الآخر بالفلوس,normal
الشيخ عبد الفتاح مورو شيخ سلطان وطحان وفاسد وميقولش كلمة الحق وشكري بلعيد برا تجادل تفهم,aggressive
تفوه الملاهط,aggressive
مسلم متشبه بالإناث وماينجمش يتكلم دينو زادا ماتنجميش تتفوهي بكلمة الإسلام مدامك مشكي ساطرة راسك ومنحيا مكياجك فهمتي وهادي مينجمش يتكلم أظن قريتاها كتاب ابا جهل,normal
وحدك شاب بشير والله تونس تعبت بهالمارك فسدولنا التلفزة بالعرا والكفر,normal
كانك راجل أخرج لل حوم العربي تكلم ورا تاليفون تقوللنا تحب كافر,aggressive
امراءة حرة حراير تونس,normal
ملاهط القحبة تهزوا الحبس اقحاب يمسخوا صمعة تونس عص التونسي معروف العالم,aggressive
المنتفين ترمهم عرايا يورثوا ماكلين رواحهم الكرز قسمو وسايي,normal
يصرف عاجبو,normal
ولاقوة بالله العلي العظيم والله تقول رنا عصر الجاهلية,normal
نتجاوز الصبيانيات ونجاوبك,normal
تحية للقحاب تبع تونس,aggressive
مزيا دزاير,normal
تتصور والله قالت تتصور دو نك ثعلب,normal
زينه كلمه قالتها نحب نموت مبط الغناء صوت المراه عوره رب قالها ورب يهديها هدى حياة جبنون وقت قاللها فتحى العيونى المحامى بظاعه حطت قلبها وغاظتها وهداها رب مايا وو حيده الدريدي كلاو رواحهم ياخى عجبها وحيده دورها اولاد مفيده مرا خاينه جايبه ولي الحرام ياخى عملت فيلم الر ساله انتى تى جاء خير المسلسل راهى بشره ترموس مثلت مسلسل عهر وخيانه يز يو قولو رب يهدينا يهديها ياخى يعر نشج عوه وال يتوب نسب وه,aggressive
لطفي الجزاير رخيس ونقش كبير رخيس ينعلك,aggressive
مرض نفساني يصيب التوانسا يعرفنيش يسبني بلغة فاهمها انقرضو,normal
مايا لخسوري نيك امك,aggressive
نحنا توانسة لقيناش لخير بلادنا خلي,normal
تونس للعرب والأمازيغ تونس قوميات أخرى شركسي تونسي والإسلام باقي بإذن,normal
معرس معرس تشرب محاج تخسنا نحبها مريم نقلك حاج مريم ميهمكش شعب يلوج تافهة مريم معرس اختي ربي يهنيك ربي يفظلك الصغيرة زين نحبك برششششششششش,normal
يخلق يشاء نشوف ناس نحمد ربي قمة التبرج ااين الاسلام,normal
مجدب اظيف السبسي يغير القران حرفه يمكنك تتاكدي افتح كتب القران تجدنه حاله هكذا سيظل الابد قانون مدني يتماشي الدستور المدني للبلاد,normal
يكره القحبة يخبط الجام,aggressive
جهاد النكاح النساء والرجال الشريعة الإسلامية حضر ترمتك لوطي,aggressive
ميا لقصوري فيبالها جايا السويد جبرية عفشة زبي,aggressive
العبدلي تافه,aggressive
يهود فعلوا الحركية,normal
هيه تاخوا بوها خواتها لخرين تزيد تاخو راجلها تحرم ولادها كيفاه,normal
تونس دولة علمانية,normal
تركبش عالبوز متاعي ههههههههه,normal
عباد تافهين,aggressive
المسلمين يريدون حبس المرأة المنزل استيلاء الذكور ثروات البلاد توفهت المرأة بكلمة حقها فمصيرها الطلاق التنكيل جيش الأطفال لتعمل كمنظفة تويلتس لتربي تعمل الميزري,aggressive
خذ بالك داعشي تشرب الخمرة بتنباع الحانوت مبين عارف تنباع وقاعد تشرب بالقرعة ليل ونهار اخوانجي,normal
كافر لعدم تطبيقه القانون الجديد,aggressive
عمر رضي تنقض عرى الاسلام عروة عروة نشء الاسلام يعرف الجاهلية,normal
لعنكم جهلة قسم الميراث القرأن بالمساواة الرجل والمرأة الميراث كافر,aggressive
بلاد ولى هالعبدلي كومييدي وشمس الدين باشا مزاودي,normal
مل عباد شمدخل السياسة الدين,normal
شعب جاهل بالدين,aggressive
حبيت تلم شوي جمهور تنكت ههه تحشالك عفاط صحية مايا,aggressive
سألت السيدة عائشة رضي رسول نزول الآية الس ات سنكون الرسول صلى سلم سنكون الصراط وقت المرور الصراط لٱ يوجد أماكن جهنم الجنة الصراط الرسول صل سلم,normal
كا حر نفسو ولاكن احترم حرمة رمضان ياحيوان وحترم الناس تصوم ولله التقيت بشناوة ولله ماياكلو يحترموكوانت ياتونسيي تاكل قدام الناس اقول تستحي فافعل ماشئت,aggressive
ايعيش اختي محلاها تعرف تعبر وتقنع تفووووووووه,normal
كربلاء وبلاء المروكي الخروكي الديوث المخنز يبيع امه اخته بنته السائح الأجنبي الجزائريين التوانسه اسبادك كلب التونسي الجزائري الأصل الشرف نأمن التونسي حياتي نخاف غدارين خداعين معروفين عالميا بالعهر البيظوفيليا المخدرات تحاولون تلصقوا سمعتكم السوداء التوانسه الجزائريين المسأله مساله عهر الخروكيات العاهرات يمنعن الخليج اروبا مخنزين العالمريحتكم فايحه خراركه,aggressive
اخوكم الجزاءر شعب ركيك وبدون معنى الاسلام دين سبحانه افهم,aggressive
جداتك وباباها وخاوتها جزايرين نت نت تونسي خطاك,normal
ولله جاهلين وخاطيهم الاسلام,normal
الرجال قوامون نساء حمار,aggressive
خنزيرة جعلت للإسلام إسم المنظومة المتشددة بري فضحتينا مصتكة جاهلة يربحك لتو مازلتي تاخذي أجرتك أعداء الإسلام حسبنا ونعم الوكيل,aggressive
يتلفتلك تحترمو واتقدرو تنحيو ثقافة الراجل يصرف المرا تعيشو بخير,normal
القنوات التونسية وحتا الجزائرية ولت مصدر للكحبات الخمجات وتفاهة,aggressive
كذااااااابة,normal
طلع عباد مفتاح الجنة فيبالنلش,normal
شمس عسل لطفي حكمت لغيره,normal
احفاد الطاهر العاهر,aggressive
معناها ورا لبلايك,normal
قل تربتو توى إ نت راجل تحكي الرجولية مستواك هابط والحق فبك الحق فلي يحكيو وييستضيفو تونس مريضة وراسها يوجع فاها مالاشكال حط بالك مدومش ظاهره مؤقتة,normal
يشكيو برجالهم ههههههههه يهرب مرتو صغارو مايخلصش النفقة ماهوووووش رااااااجل ماعندو علاقة بالرجولية النفقة تحكي علاها مصروق عيشة صغارو هههه تسخايلو رواحكم عايشين قي الصحراء تجيب المفرخ تهملهم ارتااااح قانون الانفاق العاءلة ماهوش يتنحى يهرب ينيكوه الحبس يترباااا,aggressive
تونس دولة مقرفة,aggressive
كاراكوز ننصحك فك مالتلفزة,normal
جبري داير روحك تفهم,aggressive
يمر الكفر يمر الكفر يمر الكفر يمر الكفر يمر الكفر رب وكلنا أمرنا إليك رب الحكم حكمك يارب نرفض الكفر بالسبسي يارب يحارب اياتك رب رب رب بالسبسي,aggressive
فهمتش الدزيرية زبي مسيبين بلادهم المعاق بايل خوه سعيد جايين يحلوا فامهم التوانسة نحيو صبابط الجينيرالات ريوسكم توليو رجال أسيادكم التوانسة شعب الزوامل إجاو تكلموا الشعب التونسي شعب واعي متثقف الجرئة يحكي موضوع الإعلام جبناء تخافوا تخبيو حقيقة مجتمعاتكم المتخلفية القروسطية عبارة مجموعة قبائل لليوم مقسمين تسبوا الحيوانات لعنة أرخسكم سبيناكم ورانا الكلاب تفيييييييه الشخص الأول جاء زائر شفنا رهوط,aggressive
والله ميبون آمين قارة للدرجة يحشي,aggressive
ينوض الحب ترمتك قحبة فاجرة رخيسة ينعلك,aggressive
نهار بداو يجيبولكم القحاب تضحك الرجالة تناكت تونس زبي الشعب التونسي ماعاد فاهم جزائري بالصح المستوى المنحط للحصص التونسية نقدر نعرف صاير تونس يجيب الخير نحبكم توانسة نأكدلكم بلي الجزائر تحبكم رغم تونس أختنا الصغيرة يقيسها بالكلام نحنا موجودين نقطعولو لسانو,aggressive
صهيوني,aggressive
جماعة مجرمين قتلة سراق سبب خراب البلاد,aggressive
فهمت تتحدثون ألعربيه,normal
روح نيك يماك,aggressive
معنى ورا البلايك,normal
حشمتونا بهايم بالتعاليق التافهة قالو,aggressive
لطفي رخيس راجل متربي,aggressive
محلاك شموس,normal
حاط مخي فرق أبيض أسود خالطت السود شفت تصرفاتهم رسيستية معقدين لونهم الأسباب عديدة المجتمع يغزرلهم رغم أني أقل لأحد كحلوش تقول أسمر نخفف ماكس حقيقة دينا فرق أعجمي أعربي بالتقوى هات يفهم شرتين,aggressive
بلادك اوسخ بلد شفت ريبورتاج الدزيرين والليبين فطارين رمضان الشارع,aggressive
حسبنا نعمة الوكيل,normal
الصوم فرض حرية راس زبي يصومش حلال نيكولو امو بالضرب,aggressive
كريم غربي عندوا الحق الشعر الطويل مايشبهش بالنساء التاريخ الاسلام رجال الشعر طوال يمايا القصوري أكبر الحرام لتعمل فها توري وجهك الكاميرا وطلع لسانك واحدة عايرة,aggressive
صديقي اكبر كذاب ومنافق فيلسوف عنصرية تونس كذاب تونس يقولوش كحلة ويا الاسمر ويا الازرق وهاو قضاء عسكري عامل عنصرية وحدو شلاكة كبيرة عادي ويالف,normal
أعرفك لقتلتك فأمثالك يجوز البقاء قيد الحياة,aggressive
تفوه المراك المقلبة مغيب زك منظرك,aggressive
باينة للعور بلي تمثيلية,normal
صديقي قسنطينة أعرف قنوات تونس جيدا,normal
